NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Portão eletrônico,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Área murada,LATITUDE,LONGITUDE
"Apartamento 2 dormitórios no Estreito 3 andar, ótima localização",330000,Apartamento padrão,45,2,1,1,0,0,Avenida Marinheiro Max Schramm - lado par,Florianópolis,Jardim Atlântico,88095000,,1156160419,26/03 às 21:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-no-estreito-3-andar-otima-localizacao-1156160419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"HOME CACUPÉ APARTAMENTOS DE 2 E 3 DORMITÓRIOS,APTOS DE 66 A 129 M²",1013364,Apartamento padrão,67,2,1,1,0,0,Estrada Haroldo Soares Glavan,Florianópolis,Cacupé,88050005,,1116344133,26/03 às 21:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/home-cacupe-apartamentos-de-2-e-3-dormitorios-aptos-de-66-a-129-m-1116344133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-27.5356851,-48.5266881
"Venda | Apartamento com 94,76 m², 3 dormitório(s), 2 vaga(s). Capoeiras, Florianópolis",785000,Apartamento padrão,94,3,2,2,800,1200,Rua Santos Saraiva,Florianópolis,Capoeiras,88070101,,1061754444,26/03 às 21:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/venda-apartamento-com-94-76-m-3-dormitorio-s-2-vaga-s-capoeiras-florianopolis-1061754444,10800,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,-27.5974954,-48.5893586
"Linda casa com terreno de 450 m, 4 Dormitórios, Tapera.",450000,Casa em rua pública,120,4,2,5 ou mais,0,0,Servidão Creche,Florianópolis,Tapera da Base,88049370,,1151696102,26/03 às 21:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-com-terreno-de-450-m-4-dormitorios-tapera-1151696102,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-27.6848021,-48.5581228
"Apartamento finamente mobiliado com vista para o Mar, sol da manha 2 vagas.",1499900,Apartamento padrão,102,4,3,2,1500,133,Avenida Tom Traugott Wildi,Florianópolis,Praia Brava,88056800,,919247914,26/03 às 21:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-finamente-mobiliado-com-vista-para-o-mar-sol-da-manha-2-vagas-919247914,18133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.397335,-48.4165776
"Linda casa na praia dos Açores, Sul da ilha, 4 Dorm, lindo terreno",1650000,Casa em rua pública,658,4,4,3,0,0,Rua das Opalas,Florianópolis,Pântano do Sul,88067305,,1151679341,26/03 às 21:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/linda-casa-na-praia-dos-acores-sul-da-ilha-4-dorm-lindo-terreno-1151679341,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,-27.7787082,-48.525637
FLORIANóPOLIS - Apartamento Padrão - Cachoeira do Bom Jesus,885065,Apartamento padrão,128,4,3,2,300,1000,Rua da Quaresmeira Roxa,Florianópolis,Cachoeira do Bom Jesus,88056362,,1094223958,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-cachoeira-do-bom-jesus-1094223958,4600,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.4225034,-48.4252768
Apartamento à venda no bairro Coqueiros - Florianópolis/SC,1298000,Apartamento padrão,109,3,2,2,890,1600,Avenida Engenheiro Max de Souza,Florianópolis,Coqueiros,88080000,,1143947894,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-bairro-coqueiros-florianopolis-sc-1143947894,12280,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,-27.6102711,-48.5793322
"APARTAMENTO TOTALMENTE MOBILIADO E AUTOMATIZADO, COM 2 DORMITÓRIOS À VENDA, 67 M² POR R$ 8",859796,Apartamento padrão,67,2,2,1,0,0,Rua dos Golfinhos,Florianópolis,Ingleses do Rio Vermelho,88058660,,1113715472,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-totalmente-mobiliado-e-automatizado-com-2-dormitorios-venda-67-m-por-r-8-1113715472,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-27.4408577,-48.3848025
"Apartamento à Venda no Kobrasol, São José, SC.",880000,Apartamento padrão,96,3,2,2,420,1200,Rua Antônio Scherer,São José,Kobrasol,88102090,,988381911,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-kobrasol-sao-jose-sc-988381911,6240,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-27.5952548,-48.6144746
"Apartamento a venda no Estreito, Florianópolis, SC",769511,Apartamento padrão,85,2,1,1,0,0,Rua General Liberato Bittencourt - lado ímpar,Florianópolis,Canto,88070800,,1150948040,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-no-estreito-florianopolis-sc-1150948040,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,
"Casa com 5 dormitórios sendo 2 suites, 313m², Coqueiros - Florianopolis",2200000,Casa em rua pública,313,5 ou mais,3,2,0,2270,Rua São Cristóvão - até 799/800,Florianópolis,Coqueiros,88080320,,994665460,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-5-dormitorios-sendo-2-suites-313m-coqueiros-florianopolis-994665460,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Apartamento Florianópolis SC brasil,890000,Apartamento padrão,73,2,2,1,0,0,Rua Frei Evaristo,Florianópolis,Centro,88015410,,1069314565,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-florianopolis-sc-brasil-1069314565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5890138,-48.5441045
"Casa para Venda em Florianópolis, Santa Mônica, 4 dormitórios, 3 suítes, 5 banheiros, 4 va",2340000,Casa em rua pública,360,4,5 ou mais,4,0,1000,Rua Coronel Maurício Spalding de Souza - até 729/730,Florianópolis,Santa Mônica,88035110,,1111652162,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-em-florianopolis-santa-monica-4-dormitorios-3-suites-5-banheiros-4-va-1111652162,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
"CASA COM 3 DORMITÓRIOS À VENDA, 130 M² POR R$ 1.125.000,00 - CACHOEIRA DO BOM JESUS - FLOR",1350000,Casa em condominio fechado,130,3,4,1,0,0,Avenida dos Jerivás,Florianópolis,Cachoeira do Bom Jesus,88056360,,1152526970,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-venda-130-m-por-r-1-125-000-00-cachoeira-do-bom-jesus-flor-1152526970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.422273,-48.4260769
"Apartamento com 2 dormitórios à venda, 75 m² por R$ 829.000,00 - João Paulo - Florianópoli",829000,Apartamento padrão,76,2,3,1,0,0,Rodovia João Paulo - até 1499/1500,Florianópolis,João Paulo,88030300,,1079122761,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-75-m-por-r-829-000-00-joao-paulo-florianopoli-1079122761,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,
"Casa 3 dormitórios sendo 1 suite a venda, 390m², Bom Abrigo - Florianópolis",1500000,Casa em rua pública,288,3,5 ou mais,4,0,2700,Rua José Lins do Rêgo - de 199/200 ao fim,Florianópolis,Bom Abrigo,88085300,,1107278268,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-dormitorios-sendo-1-suite-a-venda-390m-bom-abrigo-florianopolis-1107278268,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sobrado Alto Padrão,510000,Casa em rua pública,105,3,1,2,0,400,Rua Vereador Arthur Mariano,São José,Potecas,88119000,,1154163697,26/03 às 21:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-alto-padrao-1154163697,400,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
FLORIANóPOLIS - Padrão - Centro,1890000,Apartamento padrão,102,3,3,2,1446,1,Alameda Governador Heriberto Hulse,Florianópolis,Centro,88015170,,1111636478,26/03 às 21:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-centro-1111636478,17353,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-27.5903431,-48.5549144
"Apartamento com 2 dormitórios à venda, 57 m² por R$ 259.126,71 - Rio Caveiras - Biguaçu/SC",259127,Apartamento padrão,58,2,1,1,0,0,Rua Amandio Manoel de Miranda,Biguaçu,Rio Caveiras,88161672,,1087435612,26/03 às 21:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-57-m-por-r-259-126-71-rio-caveiras-biguacu-sc-1087435612,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,
"Sobrado à venda, 133 m² por R$ 470.000,00 - Boa Vista - Biguaçu/SC",470000,Casa em rua pública,133,3,3,1,0,420,Rua Vidal Mendes,Biguaçu,Boa Vista,88161126,,1085320847,26/03 às 21:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-a-venda-133-m-por-r-470-000-00-boa-vista-biguacu-sc-1085320847,420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-27.4988627,-48.6626869
APARTAMENTO para venda em INGLESES,550000,Apartamento padrão,62,2,2,1,250,0,Servidão Ireno Luiz Martins,Florianópolis,Ingleses do Rio Vermelho,88058623,,1056927468,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-ingleses-1056927468,3000,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-27.438407,-48.3898203
APARTAMENTO para venda em INGLESES,480000,Apartamento padrão,66,2,2,1,0,0,Rua Luiz Elias Daux,Florianópolis,Ingleses do Rio Vermelho,88058512,,972048373,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-ingleses-972048373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4345111,-48.4075894
APARTAMENTO para venda em INGLESES,355000,Apartamento padrão,65,2,1,1,300,70,Rua Dante de Patta,Florianópolis,Ingleses do Rio Vermelho,88058510,,1026732864,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-ingleses-1026732864,3670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4344717,-48.3966799
Apartamento com 2 dormitórios à venda - Campinas - São José/SC  Le Gran Zilli,580000,Apartamento padrão,90,2,2,1,450,0,Rua Osni João Vieira,São José,Campinas,88101270,,1067496958,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-campinas-sao-jose-sc-le-gran-zilli-1067496958,5400,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,-27.5956923,-48.6082818
FLORIANóPOLIS - Casa Padrão - Santa Mônica,2850000,Casa em rua pública,329,4,4,3,0,2090,Avenida Ângelo Crema,Florianópolis,Córrego Grande,88037270,,1138297435,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-santa-monica-1138297435,2090,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-27.5956008,-48.5031241
"Apartamento com 2 dormitórios à venda, 75 m² por R$ 449.000,00 - Passa Vinte - Palhoça/SC",449000,Apartamento padrão,75,2,2,1,330,0,Rua Vereador Jacob Knabben da Silva,Palhoça,Pagani,88132015,,1160402394,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-75-m-por-r-449-000-00-passa-vinte-palhoca-sc-1160402394,3960,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-27.6353717,-48.6827371
FLORIANóPOLIS - Casa Padrão - Canasvieiras,1800000,Casa em rua pública,260,5 ou mais,5 ou mais,4,0,0,Rua Doutor Antônio Prudente de Moraes,Florianópolis,Canasvieiras,88054220,,1061825002,26/03 às 21:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-canasvieiras-1061825002,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,
ANDAR ALTO - VISTA LIVRE - 3 SUÍTES - 2 VGS LIVRES - 3 SACADAS (1 c/churr),1250000,Apartamento padrão,138,3,4,2,1200,2901,Rua Humaitá,Florianópolis,Canto,88070730,,1138970932,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/andar-alto-vista-livre-3-suites-2-vgs-livres-3-sacadas-1-c-churr-1138970932,17301,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-27.5863686,-48.584881
CONDOMÍNIO FECHADO - SEMI MOBILIADO - TERRAÇO - 02 VAGAS,1450000,Casa em rua pública,117,3,4,2,800,60,Rua Sagrado Coração de Jesus,Florianópolis,Morro das Pedras,88066070,,991981603,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/condominio-fechado-semi-mobiliado-terraco-02-vagas-991981603,9660,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-27.7117285,-48.5048166
FANTÁSTICO 3 SUÍTES A MEIA QUADRA DA BEIRA MAR NORTE,1750000,Apartamento padrão,144,3,4,2,1600,33000,Rua Duarte Schutel,Florianópolis,Centro,88015640,,889641221,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/fantastico-3-suites-a-meia-quadra-da-beira-mar-norte-889641221,52200,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,-27.59257,-48.5582597
Sobrado com Entrada Parcelada,270000,Casa em rua pública,75,2,1,1,0,0,Rua Luiz Carolino Pereira,São José,Colônia Santana,88123020,,1150933247,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-com-entrada-parcelada-1150933247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,
Sobrado c/ 2 Dorm. - Cachoeira do Bom Jesus,468367,Casa em rua pública,72,2,3,1,1,1,Servidão Gervasio Manoel da Cunha,Florianópolis,Cachoeira do Bom Jesus,88056515,,1079250488,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sobrado-c-2-dorm-cachoeira-do-bom-jesus-1079250488,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4277167,-48.4254611
Casa c/ 4 Dorm.- São João do Rio Vermelho.,850001,Casa em rua pública,178,4,2,2,90,2100,Avenida das Constelações (Prq Res R Vermelho),Florianópolis,São João do Rio Vermelho,88060183,,1074018100,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-c-4-dorm-sao-joao-do-rio-vermelho-1074018100,3180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,
Cobertura 3 dormitórios- Ingleses do Rio Vermelho,890001,Apartamento cobertura,168,3,3,2,600,4246,Rua Brisamar,Florianópolis,Ingleses do Rio Vermelho,88058570,,1134701533,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-3-dormitorios-ingleses-do-rio-vermelho-1134701533,11446,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,-27.4259986,-48.4038679
Studio Mobiliado para venda tem 53 metros quadrados com 1 quarto em Centro - Florianópolis,1065000,Loft/studio,53,1,1,1,430,1400,Avenida Mauro Ramos - de 1055 a 1595 - lado ímpar,Florianópolis,Centro,88020303,,1133579562,26/03 às 21:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/studio-mobiliado-para-venda-tem-53-metros-quadrados-com-1-quarto-em-centro-florianopolis-1133579562,6560,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,
"Apartamento com 3 dormitórios à venda, 73 m² por R$ 399.000,00 - Praia do Sonho - Palhoça/",399000,Apartamento padrão,73,3,1,1,0,900,Rua Tangará,Palhoça,Praia do Sonho,88139104,,1111188751,26/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-73-m-por-r-399-000-00-praia-do-sonho-palhoca-1111188751,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.8289381,-48.5890695
Casa - Palhoça SC,215000,Casa em rua pública,124,4,2,1,0,0,Rua Francisco Rodrigues Alves,Palhoça,Brejarú,88133680,,984232562,26/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-palhoca-sc-984232562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6186515,-48.6699725
"Casa para vender na Tapera 3 quartos e ancoradouro para barco, Florianópolis SC",1200000,Casa em rua pública,260,3,2,1,0,0,Servidão Evandino Gregório da Costa,Florianópolis,Tapera da Base,88049615,,1031456440,26/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-vender-na-tapera-3-quartos-e-ancoradouro-para-barco-florianopolis-sc-1031456440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-27.6974356,-48.5525912
Apartamento - Palhoça SC,225000,Apartamento padrão,60,2,1,1,0,0,Rua Aldo Estacino Patrício,Palhoça,Aririú,88135031,,1135091989,26/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-palhoca-sc-1135091989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6668808,-48.6809158
"Apartamento para Venda em Florianópolis, Estreito, 3 dormitórios, 1 suíte, 2 banheiros, 1 ",480000,Apartamento padrão,73,3,2,1,500,1000,Rua Souza Dutra - até 1025/1026,Florianópolis,Estreito,88070605,,1018132723,26/03 às 21:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-para-venda-em-florianopolis-estreito-3-dormitorios-1-suite-2-banheiros-1-1018132723,7000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
Casa no Campeche,790000,Casa em rua pública,128,2,2,1,0,916,Rua Grumixama,Florianópolis,Campeche,88065362,,1133504702,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-campeche-1133504702,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6946911,-48.509432
FLORIANóPOLIS - Casa Padrão - São João do Rio Vermelho,600000,Casa em rua pública,100,2,2,2,0,0,Avenida das Constelações (Prq Res R Vermelho),Florianópolis,São João do Rio Vermelho,88060183,,1048624639,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-sao-joao-do-rio-vermelho-1048624639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
PALHOçA - Casa Padrão - Pedra Branca,1790000,Casa em rua pública,173,3,3,2,0,0,Rua das Cambiúnas,Palhoça,Pedra Branca,88137425,,1116807763,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/palhoca-casa-padrao-pedra-branca-1116807763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-27.6199364,-48.6852533
Cobertura duplex para venda tem 135 metros quadrados com 3 quartos em Centro - Florianópol,2300000,Apartamento cobertura,135,3,4,2,650,4000,Rua São Jorge,Florianópolis,Centro,88015320,,1138509771,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-duplex-para-venda-tem-135-metros-quadrados-com-3-quartos-em-centro-florianopol-1138509771,11800,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,-27.5901182,-48.5478707
Casa 3 Suítes com Piscina e Churrasqueira no Rio Tavares - Florianópolis SC,1850000,Casa em condominio fechado,187,3,3,2,0,100,Rodovia Doutor Antônio Luiz Moura Gonzaga - até 2545/2546,Florianópolis,Rio Tavares,88048300,,1021129122,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-3-suites-com-piscina-e-churrasqueira-no-rio-tavares-florianopolis-sc-1021129122,100,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,,
Apartamento em Florianópolis,2500000,Apartamento padrão,185,3,5 ou mais,4,2680,0,Rua Barão de Batovi,Florianópolis,Centro,88015340,,1079935212,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-florianopolis-1079935212,32160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,-27.5899924,-48.549391
"Casa térrea, Condomínio Fechado, 3 dorm, 400mts praia, Ingleses, Florianópolis/ SC.",1950000,Casa em condominio fechado,220,3,4,3,220,1400,Rua do Marisco,Florianópolis,Ingleses do Rio Vermelho,88058090,,1164284263,26/03 às 21:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-terrea-condominio-fechado-3-dorm-400mts-praia-ingleses-florianopolis-sc-1164284263,4040,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,-27.4360593,-48.3997535
Apartamento 2 dormitórios no Kobrasol,665000,Apartamento padrão,72,2,2,1,390,600,Rua João Batista Derner Neves,São José,Kobrasol,88102270,,1164285649,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-2-dormitorios-no-kobrasol-1164285649,5280,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,-27.5932934,-48.6159871
"Casa Sensacional na Lagoa da Conceição com 4 Amplas Suítes, vista para Lagoa, pronta para ",5500000,Casa em rua pública,184,4,5 ou mais,2,0,1,Rua Gaivotas,Florianópolis,Lagoa da Conceição,88062260,,1148006650,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-sensacional-na-lagoa-da-conceicao-com-4-amplas-suites-vista-para-lagoa-pronta-para-1148006650,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,
"Apartamento com Vista Mar , em frente uma praia maravilhosa,114m2 com 3 quartos sendo 1 am",1950000,Apartamento padrão,114,3,2,2,700,1,Rua Manoel Pedro Vieira,Florianópolis,Morro das Pedras,88066100,,1104072299,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-vista-mar-em-frente-uma-praia-maravilhosa-114m2-com-3-quartos-sendo-1-am-1104072299,8401,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,-27.7104732,-48.5027196
"Apartamento à venda, 55 m² por R$ 291.352,48 - Vargem Grande - Florianópolis/SC",291352,Apartamento padrão,56,2,1,1,1,0,Rua Fabriciano Inácio Monteiro,Florianópolis,Vargem do Bom Jesus,88058020,,988460282,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-a-venda-55-m-por-r-291-352-48-vargem-grande-florianopolis-sc-988460282,12,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,-27.4502152,-48.4325661
"Oportunidade 2 quartos, moveis planejados no Estreito - Florianópolis",330000,Apartamento padrão,58,2,1,1,380,500,Rua Quinze de Novembro,Florianópolis,Balneário,88075220,,1140327547,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/oportunidade-2-quartos-moveis-planejados-no-estreito-florianopolis-1140327547,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5804211,-48.5772122
Casa para venda possui 90 metros quadrados com 2 quartos em Capoeiras - Florianópolis - SC,298000,Casa em rua pública,90,2,1,4,0,0,Travessa das Crianças,Florianópolis,Capoeiras,88085020,,1142107338,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-possui-90-metros-quadrados-com-2-quartos-em-capoeiras-florianopolis-sc-1142107338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6003822,-48.5799417
Cobertura em Barreiros,2150000,Apartamento cobertura,186,3,3,1,935,1345,Rua Eugênio Portela,São José,Barreiros,88117010,,1155696148,26/03 às 21:29,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-em-barreiros-1155696148,12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5798296,-48.6036483
Amplo apartamento 3 quartos c/suite no centro de Florianópolis,997000,Apartamento padrão,109,3,1,1,688,1000,Avenida Mauro Ramos - até 1053 - lado ímpar,Florianópolis,Centro,88020301,,1136174071,26/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/amplo-apartamento-3-quartos-c-suite-no-centro-de-florianopolis-1136174071,9256,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,,
Apartamento em Canasvieiras com escritura pública pode ter financiamento bancário,390000,Apartamento padrão,55,2,1,1,312,830,Rodovia Tertuliano Brito Xavier - até 2421/2422,Florianópolis,Canasvieiras,88054600,,1018998238,26/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-em-canasvieiras-com-escritura-publica-pode-ter-financiamento-bancario-1018998238,4574,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,,
Casa para venda  3 quartos em Campeche - Florianópolis - SC,979000,Casa em rua pública,129,3,3,2,0,980,Rua Guabiju,Florianópolis,Campeche,88066131,,1132735849,26/03 às 21:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-3-quartos-em-campeche-florianopolis-sc-1132735849,980,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-27.7021714,-48.4992938
"Apartamento Todo Mobiliado, 2 Quartos com Suite",400000,Apartamento padrão,79,2,1,1,350,0,Rua Lúcia Milioli,Criciúma,Centro,88802020,,1135743424,26/03 às 21:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-todo-mobiliado-2-quartos-com-suite-1135743424,4200,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,-28.6849761,-49.3775123
"APARTAMENTO NO BALNEÁRIO ESTREITO EM FLORIANOPOLIS, SC",1044527,Apartamento padrão,103,3,2,2,472,1501,Rua Antônio Gomes,Florianópolis,Balneário,88075290,,1046338137,26/03 às 21:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-no-balneario-estreito-em-florianopolis-sc-1046338137,7165,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,-27.5817862,-48.5821281
